GLT;Year;Group;UMMPs;SexOK;n;State;Female;Male;Max;Duplicated;ToRemove;Corrected
RL14;2003;RI2;Aldeia I;M;2;0;0;1;1;1;1;1
RL15;2001;IG;Aldeia I;M;2;0;0;1;0;1;1;0
RL15;2001;RI;Aldeia I;M;3;0;0;1;1;1;0;0
RL15;2003;RI;Aldeia I;M;2;0;0;1;1;1;0;0
RL15;2003;RI2;Aldeia I;M;2;0;0;1;1;1;1;1
RL15;2004;IG2;Aldeia I;M;4;0;0;1;1;1;0;0
RL15;2004;RI;Aldeia I;M;1;0;0;1;0;1;1;0
RL15;2004;RI2;Aldeia I;M;4;0;0;1;1;1;0;0
RL15;2005;IG2;Aldeia I;M;2;0;0;1;0;1;1;0
RL15;2005;RI2;Aldeia I;M;3;0;0;1;1;1;0;0
RL15;2006;IG2;Aldeia I;M;1;0;0;1;1;1;1;1
RL15;2006;RI2;Aldeia I;M;1;0;0;1;1;1;0;0
RL15;2007;IG2;Aldeia I;M;1;0;0;1;1;1;1;1
RL15;2007;RI2;Aldeia I;M;1;0;0;1;1;1;0;0
RL16;2003;RI;Aldeia I;M;3;0;0;1;1;1;0;0
RL16;2003;RI2;Aldeia I;M;2;0;0;1;0;1;1;0
RL17;2003;RI;Aldeia I;NA;2;0;NA;NA;1;1;0;0
RL17;2003;RI2;Aldeia I;NA;2;0;NA;NA;1;1;1;1
RL23;2004;BI2;NA;F;1;0;1;0;0;1;1;0
RL23;2004;RI;Aldeia I;F;4;0;1;0;1;1;0;0
RL23;2007;BI;NA;F;1;0;1;0;0;1;1;0
RL23;2007;BI2;NA;F;2;0;1;0;1;1;0;0
RL4;1995;RI;Aldeia I;M;1;0;0;1;1;1;0;0
RL4;1995;RL4;NA;M;1;0;0;1;1;1;1;1
RL5;1998;IG;Aldeia I;M;1;0;0;1;1;1;0;0
RL5;1998;RI;Aldeia I;M;1;0;0;1;1;1;1;1
RL8;2003;MB;Aldeia I;F;1;0;1;0;0;1;1;0
RL8;2003;RI;Aldeia I;F;2;0;1;0;1;1;0;0
RL8;2003;RI2;Aldeia I;F;1;0;1;0;0;1;1;0
RL9;2003;RI;Aldeia I;M;2;0;0;1;1;1;1;1
RL9;2003;RI2;Aldeia I;M;2;0;0;1;1;1;0;0
RP2;1996;RL2;NA;F;2;0;1;0;1;1;0;0
RP2;1996;RL4;NA;F;1;0;1;0;0;1;1;0
RP3;2003;RI;Aldeia I;F;2;0;1;0;1;1;1;1
RP3;2003;RS;NA;F;2;0;1;0;1;1;0;0
RT12;2007;MF2;Rio Vermelho;M;1;0;0;1;1;1;0;0
RT12;2007;RT;Rio Vermelho;M;1;0;0;1;1;1;1;1
RT13;2006;MF;Rio Vermelho;F;2;0;1;0;1;1;1;1
RT13;2006;RT;Rio Vermelho;F;2;0;1;0;1;1;0;0
RT13;2007;MF2;Rio Vermelho;F;1;0;1;0;1;1;0;0
RT13;2007;RT;Rio Vermelho;F;1;0;1;0;1;1;1;1
RT14;2006;MF;Rio Vermelho;F;1;0;1;0;0;1;1;0
RT14;2006;RT;Rio Vermelho;F;2;0;1;0;1;1;0;0
RT15;2007;MF;Rio Vermelho;F;2;0;1;0;1;1;0;0
RT15;2007;MF2;Rio Vermelho;F;1;0;1;0;0;1;1;0
RT18;2007;RT;Rio Vermelho;M;1;0;0;1;1;1;0;0
RT18;2007;TR;Rio Vermelho;M;1;0;0;1;1;1;1;1
RT2.1;2004;RT;Rio Vermelho;F;4;0;1;0;1;1;0;0
RT2.1;2004;Z;NA;F;1;0;1;0;0;1;1;0
RV6;2003;BR;Rio Vermelho;F;3;0;1;0;1;1;0;0
RV6;2003;RVII;NA;F;1;0;1;0;0;1;1;0
S6;1991;BK;Aldeia II;M;1;0;0;1;1;1;1;1
S6;1991;SE;Aldeia I;M;1;0;0;1;1;1;0;0
S6;2001;LA2;Aldeia II;M;1;0;0;1;1;1;0;0
S6;2001;SS;Aldeia II;M;1;0;0;1;1;1;1;1
SD4;2006;AX;Imbau I;M;2;0;0;1;1;1;0;0
SD4;2006;SI;Imbau I;M;1;0;0;1;0;1;1;0
SE10;1998;KS;Aldeia I;M;1;0;0;1;1;1;1;1
SE10;1998;SE;Aldeia I;M;1;0;0;1;1;1;0;0
SE3;1997;KS;Aldeia I;NA;1;0;NA;NA;1;1;0;0
SE3;1997;SE;Aldeia I;NA;1;0;NA;NA;1;1;1;1
SF2;2001;KS;Aldeia I;M;2;0;0;1;1;1;1;1
SF2;2001;SE;Aldeia I;M;1;0;0;1;0;1;0;1
SF2;2007;KS;Aldeia I;M;1;0;0;1;0;1;1;0
SF2;2007;Sta Fe;NA;M;2;0;0;1;1;1;0;0
SF6;2004;KS;Aldeia I;F;1;0;1;0;0;1;1;0
SF6;2004;SF;NA;F;5;0;1;0;1;1;0;0
SF7;2004;KS;Aldeia I;M;1;0;0;1;0;1;1;0
SF7;2004;SF;NA;M;5;0;0;1;1;1;0;0
SF9;2004;KS;Aldeia I;M;1;0;0;1;1;1;1;1
SF9;2004;SF;NA;M;1;0;0;1;1;1;0;0
SI14;2018;SI2;Imbau I;F;1;0;1;0;1;1;1;1
SI14;2018;SID-3;NA;F;1;0;1;0;1;1;0;0
SI4;2006;SI;Imbau I;F;1;0;1;0;1;1;0;0
SI4;2006;SI2;Imbau I;F;1;0;1;0;1;1;1;1
SI4;2007;SI;Imbau I;F;2;0;1;0;1;1;0;0
SI4;2007;SI2;Imbau I;F;1;0;1;0;0;1;1;0
SI5;2006;AX;Imbau I;M;2;0;0;1;1;1;0;0
SI5;2006;SI2;Imbau I;M;1;0;0;1;0;1;1;0
SI7;2007;SI;Imbau I;M;3;0;0;1;1;1;0;0
SI7;2007;SI2;Imbau I;M;1;0;0;1;0;1;1;0
SI7;2009;SI2;Imbau I;M;3;0;0;1;1;1;0;0
SI7;2009;TMII;Imbau I;M;3;0;0;1;1;1;1;1
SI8;2009;AX;Imbau I;F;1;0;1;0;0;1;1;0
SI8;2009;SI;Imbau I;F;4;0;1;0;1;1;0;0
SK14;2003;IP2;NA;M;2;0;0;1;1;1;0;0
SK14;2003;SK;Aldeia I;M;2;0;0;1;1;1;1;1
SK19;2001;JD2;Aldeia I;NA;1;0;NA;NA;1;1;1;1
SK19;2001;SK;Aldeia I;NA;1;0;NA;NA;1;1;0;0
SK6;2001;CB5;Rio Vermelho;F;2;0;1;0;1;1;0;0
SK6;2001;JD2;Aldeia I;F;1;0;1;0;0;1;1;0
SK7;1997;KS;Aldeia I;M;1;0;0;1;1;1;0;0
SK7;1997;SK;Aldeia I;M;1;0;0;1;1;1;1;1
SP15;2012;AF3;Imbau II;M;2;0;0;1;1;1;0;0
SP15;2012;SP;Imbau II;M;2;0;0;1;1;1;1;1
SP18;2012;AF3;Imbau II;M;5;0;0;1;1;1;0;0
SP18;2012;SP;Imbau II;M;1;0;0;1;0;1;1;0
SP18;2019;AF3;Imbau II;M;2;0;0;1;1;1;0;0
SP18;2019;UR;Imbau II;M;1;0;0;1;0;1;1;0
SP2;2006;AF;Imbau II;F;1;0;1;0;1;1;1;1
SP2;2006;SP;Imbau II;F;1;0;1;0;1;1;0;0
SP4;2006;SP;Imbau II;F;1;0;1;0;1;1;0;0
SP4;2006;SP3;NA;F;1;0;1;0;1;1;1;1
SP6;2007;AFII;Imbau II;M;1;0;0;1;0;1;1;0
SP6;2007;SP;Imbau II;M;3;0;0;1;1;1;0;0
SP8;2007;AF;Imbau II;M;1;0;0;1;0;1;1;0
SP8;2007;SP;Imbau II;M;3;0;0;1;1;1;0;0
SP8;2009;AF;Imbau II;M;6;0;0;1;1;1;0;0
SP8;2009;AFII;Imbau II;M;1;0;0;1;0;1;1;0
SP9;2007;AF;Imbau II;M;1;0;0;1;0;1;1;0
SP9;2007;SP;Imbau II;M;3;0;0;1;1;1;0;0
SP9;2009;AF;Imbau II;M;5;0;0;1;1;1;0;0
SP9;2009;SP;Imbau II;M;1;0;0;1;0;1;1;0
ST10;2003;AR;Rio Vermelho;M;2;0;0;1;1;1;0;0
ST10;2003;ST10;NA;M;1;0;0;1;0;1;1;0
ST16;2005;MN;Rio Vermelho;M;1;0;0;1;0;1;1;0
ST16;2005;RT;Rio Vermelho;M;2;0;0;1;1;1;0;0
ST41;2005;ST;Rio Vermelho;F;1;0;1;0;0;1;1;0
ST41;2005;ST3;NA;F;2;0;1;0;1;1;0;0
ST42;2005;ST;Rio Vermelho;M;1;0;0;1;0;1;1;0
ST42;2005;ST3;NA;M;2;0;0;1;1;1;0;0
ST43;2005;ST;Rio Vermelho;NA;1;0;NA;NA;0;1;1;0
ST43;2005;ST3;NA;NA;2;0;NA;NA;1;1;0;0
ST44;2005;ST;Rio Vermelho;F;1;0;1;0;0;1;1;0
ST44;2005;ST3;NA;F;2;0;1;0;1;1;0;0
ST45;2005;ST;Rio Vermelho;NA;1;0;NA;NA;0;1;1;0
ST45;2005;ST3;NA;NA;2;0;NA;NA;1;1;0;0
TM1;2009;TM;Imbau I;F;3;0;1;0;1;1;0;0
TM1;2009;TMII;Imbau I;F;1;0;1;0;0;1;1;0
TM2;2009;TM;Imbau I;F;3;0;1;0;0;1;1;0
TM2;2009;TMII;Imbau I;F;4;0;1;0;1;1;0;0
TM20;2018;TM;Imbau I;M;1;0;0;1;1;1;0;0
TM20;2018;TMII;Imbau I;M;1;0;0;1;1;1;1;1
TM3;2009;AX;Imbau I;M;1;0;0;1;0;1;1;0
TM3;2009;SI;Imbau I;M;3;0;0;1;1;1;0;0
TM3;2009;TM;Imbau I;M;2;0;0;1;0;1;1;0
TM3;2010;SI;Imbau I;M;2;0;0;1;1;1;0;0
TM3;2010;SI2;Imbau I;M;1;0;0;1;0;1;1;0
TM5;2009;TM;Imbau I;F;3;0;1;0;1;1;0;0
TM5;2009;TMII;Imbau I;F;2;0;1;0;0;1;1;0
TM6;2009;TM;Imbau I;M;3;0;0;1;0;1;1;0
TM6;2009;TMII;Imbau I;M;4;0;0;1;1;1;0;0
TM6;2010;SI2;Imbau I;M;1;0;0;1;0;1;1;0
TM6;2010;TMII;Imbau I;M;2;0;0;1;1;1;0;0
TM7;2009;SI;Imbau I;F;1;0;1;0;0;1;1;0
TM7;2009;TM;Imbau I;F;3;0;1;0;1;1;0;0
TM7;2009;TMII;Imbau I;F;3;0;1;0;1;1;1;1
TR12;2000;ST;Rio Vermelho;M;1;0;0;1;0;1;1;0
TR12;2000;TR;Rio Vermelho;M;2;0;0;1;1;1;0;0
TR14;2003;DN;Rio Vermelho;F;3;0;1;0;1;1;0;0
TR14;2003;TR13;Rio Vermelho;F;2;0;1;0;0;1;1;0
TR17;2003;TR;Rio Vermelho;M;3;0;0;1;1;1;0;0
TR17;2003;TR13;Rio Vermelho;M;2;0;0;1;0;1;1;0
TR18;2004;TR;Rio Vermelho;M;1;0;0;1;0;1;1;0
TR18;2004;TR13;Rio Vermelho;M;4;0;0;1;1;1;0;0
TR19;2003;TR;Rio Vermelho;M;2;0;0;1;1;1;1;1
TR19;2003;TR13;Rio Vermelho;M;2;0;0;1;1;1;0;0
TR25;2006;MF;Rio Vermelho;M;2;0;0;1;1;1;0;0
TR25;2006;TR;Rio Vermelho;M;1;0;0;1;0;1;1;0
TR31;2007;Jaguar;NA;F;1;0;1;0;0;1;0;1
TR31;2007;TR;Rio Vermelho;F;2;0;1;0;1;1;1;1
TR9;2000;FX;Faz. Boa Esperanza;M;1;0;0;1;1;1;1;1
TR9;2000;TR;Rio Vermelho;M;1;0;0;1;1;1;0;0
UR2;2021;JQ;Rio Vermelho;F;2;0;1;0;1;1;0;0
UR2;2021;UR;Imbau II;F;2;0;1;0;1;1;1;1
UR7;2021;JQ;Rio Vermelho;F;1;0;1;0;0;1;1;0
UR7;2021;UR;Imbau II;F;2;0;1;0;1;1;0;0
VC1;2004;SH2;NA;F;1;0;1;0;0;1;1;0
VC1;2004;VC;Aldeia II;F;5;0;1;0;1;1;0;0
VC10;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC10;2007;BK2;NA;M;1;0;0;1;1;1;1;1
VC11;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC11;2007;BK2;NA;M;1;0;0;1;1;1;1;1
VC12;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC12;2007;BK2;NA;M;1;0;0;1;1;1;1;1
VC13;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC13;2007;BK2;NA;M;1;0;0;1;1;1;1;1
VC14;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC14;2007;BK2;NA;M;1;0;0;1;1;1;1;1
VC8;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC8;2007;BK2;NA;M;1;0;0;1;1;1;1;1
VC9;2007;BK;Aldeia II;M;1;0;0;1;1;1;0;0
VC9;2007;BK2;NA;M;1;0;0;1;1;1;1;1
W6;1991;OM;Aldeia I;M;1;0;0;1;1;1;1;1
W6;1991;SS;Aldeia II;M;1;0;0;1;1;1;0;0
XT1;2012;AX;Imbau I;M;2;0;0;1;1;1;0;0
XT1;2012;SI;Imbau I;M;2;0;0;1;1;1;1;1
XT2;2012;AX;Imbau I;F;4;0;1;0;1;1;0;0
XT2;2012;XT2;NA;F;3;0;1;0;0;1;1;0
